Left,Center,Right,Steering,Acceleration,Brake,Speed,Time,X,Y,Z,RX,RY,RZ
left_2018_11_10_13_35_43_562.jpg,center_2018_11_10_13_35_43_562.jpg,right_2018_11_10_13_35_43_562.jpg,0.08,0.5,0,8,872.9883,36.08114,6.843801,41.99835,359.8717,149.6966,0.0520414
left_2018_11_10_13_35_43_645.jpg,center_2018_11_10_13_35_43_645.jpg,right_2018_11_10_13_35_43_645.jpg,0.08,0.5,0,8,873.0396,36.17373,6.843802,41.82792,359.8716,149.9637,0.05070423
left_2018_11_10_13_35_43_728.jpg,center_2018_11_10_13_35_43_728.jpg,right_2018_11_10_13_35_43_728.jpg,0.08,0.5,0,8,873.0928,36.26597,6.843802,41.65623,359.8716,150.2323,0.0500319
left_2018_11_10_13_35_43_811.jpg,center_2018_11_10_13_35_43_811.jpg,right_2018_11_10_13_35_43_811.jpg,0.09,0.5,0,8,873.147,36.35766,6.8438,41.48321,359.8717,150.5084,0.05458794
left_2018_11_10_13_35_43_894.jpg,center_2018_11_10_13_35_43_894.jpg,right_2018_11_10_13_35_43_894.jpg,0.10,0.5,0,8,873.2028,36.44861,6.843798,41.3088,359.8719,150.8042,0.06027466
left_2018_11_10_13_35_43_975.jpg,center_2018_11_10_13_35_43_975.jpg,right_2018_11_10_13_35_43_975.jpg,0.10,0.5,0,9,873.2554,36.53865,6.843794,41.13297,359.8721,151.121,0.06829141
left_2018_11_10_13_35_44_059.jpg,center_2018_11_10_13_35_44_059.jpg,right_2018_11_10_13_35_44_059.jpg,0.12,0.5,0,9,873.3068,36.64951,6.84379,40.91104,359.8726,151.5595,0.08117478
left_2018_11_10_13_35_44_142.jpg,center_2018_11_10_13_35_44_142.jpg,right_2018_11_10_13_35_44_142.jpg,0.14,0.5,0,9,873.3602,36.73623,6.843784,40.73159,359.8734,151.9653,0.09898808
left_2018_11_10_13_35_44_225.jpg,center_2018_11_10_13_35_44_225.jpg,right_2018_11_10_13_35_44_225.jpg,0.16,0.5,0,9,873.4131,36.82093,6.843778,40.55042,359.8742,152.4263,0.1147478
left_2018_11_10_13_35_44_308.jpg,center_2018_11_10_13_35_44_308.jpg,right_2018_11_10_13_35_44_308.jpg,0.17,0.5,0,9,873.4647,36.90325,6.843771,40.36742,359.8752,152.9468,0.1307996
left_2018_11_10_13_35_44_391.jpg,center_2018_11_10_13_35_44_391.jpg,right_2018_11_10_13_35_44_391.jpg,0.17,0.5,0,9,873.5164,36.98343,6.84377,40.18277,359.8754,153.5087,0.1351803
left_2018_11_10_13_35_44_457.jpg,center_2018_11_10_13_35_44_457.jpg,right_2018_11_10_13_35_44_457.jpg,0.18,0.5,0,9,873.569,37.04219,6.84377,40.04322,359.8754,153.9471,0.1353284
left_2018_11_10_13_35_44_539.jpg,center_2018_11_10_13_35_44_539.jpg,right_2018_11_10_13_35_44_539.jpg,0.18,0.5,0,9,873.6203,37.1374,6.84377,39.80867,359.8755,154.7064,0.1362631
left_2018_11_10_13_35_44_606.jpg,center_2018_11_10_13_35_44_606.jpg,right_2018_11_10_13_35_44_606.jpg,0.20,0.5,0,9,873.6728,37.19271,6.843768,39.66672,359.8758,155.1852,0.1396386
left_2018_11_10_13_35_44_689.jpg,center_2018_11_10_13_35_44_689.jpg,right_2018_11_10_13_35_44_689.jpg,0.21,0.5,0,9,873.7249,37.26385,6.843763,39.47598,359.8769,155.8669,0.1528184
left_2018_11_10_13_35_44_771.jpg,center_2018_11_10_13_35_44_771.jpg,right_2018_11_10_13_35_44_771.jpg,0.21,0.5,0,9,873.7784,37.33231,6.843762,39.28369,359.8771,156.5844,0.1562732
left_2018_11_10_13_35_44_838.jpg,center_2018_11_10_13_35_44_838.jpg,right_2018_11_10_13_35_44_838.jpg,0.21,0.5,0,9,873.8323,37.39836,6.843763,39.08996,359.8767,157.3118,0.1525895
left_2018_11_10_13_35_44_921.jpg,center_2018_11_10_13_35_44_921.jpg,right_2018_11_10_13_35_44_921.jpg,0.21,0.5,0,9,873.8841,37.46203,6.843766,38.89485,359.8763,158.043,0.1476838
left_2018_11_10_13_35_45_004.jpg,center_2018_11_10_13_35_45_004.jpg,right_2018_11_10_13_35_45_004.jpg,0.21,0.5,0,9,873.9377,37.52333,6.843767,38.6984,359.876,158.7766,0.1438087
left_2018_11_10_13_35_45_086.jpg,center_2018_11_10_13_35_45_086.jpg,right_2018_11_10_13_35_45_086.jpg,0.21,0.5,0,9,873.988,37.58226,6.843767,38.50068,359.8758,159.5123,0.1414673
left_2018_11_10_13_35_45_154.jpg,center_2018_11_10_13_35_45_154.jpg,right_2018_11_10_13_35_45_154.jpg,0.21,0.5,0,9,874.0409,37.62489,6.843768,38.35157,359.8757,160.0652,0.1405762
left_2018_11_10_13_35_45_237.jpg,center_2018_11_10_13_35_45_237.jpg,right_2018_11_10_13_35_45_237.jpg,0.21,0.5,0,9,874.0939,37.67961,6.843769,38.15171,359.8757,160.8042,0.140207
left_2018_11_10_13_35_45_319.jpg,center_2018_11_10_13_35_45_319.jpg,right_2018_11_10_13_35_45_319.jpg,0.21,0.5,0,9,874.1451,37.74455,6.843768,37.90025,359.8756,161.7303,0.1405546
left_2018_11_10_13_35_45_402.jpg,center_2018_11_10_13_35_45_402.jpg,right_2018_11_10_13_35_45_402.jpg,0.21,0.5,0,9,874.2023,37.79372,6.843768,37.69783,359.8756,162.4732,0.1410693
left_2018_11_10_13_35_45_469.jpg,center_2018_11_10_13_35_45_469.jpg,right_2018_11_10_13_35_45_469.jpg,0.21,0.5,0,9,874.2543,37.82893,6.843769,37.54531,359.8756,163.0314,0.1415152
left_2018_11_10_13_35_45_552.jpg,center_2018_11_10_13_35_45_552.jpg,right_2018_11_10_13_35_45_552.jpg,0.21,0.5,0,9,874.3057,37.87366,6.843769,37.34107,359.8756,163.7771,0.1421096
left_2018_11_10_13_35_45_634.jpg,center_2018_11_10_13_35_45_634.jpg,right_2018_11_10_13_35_45_634.jpg,0.21,0.5,0,9,874.3586,37.91581,6.843768,37.13583,359.8756,164.5244,0.142683
left_2018_11_10_13_35_45_717.jpg,center_2018_11_10_13_35_45_717.jpg,right_2018_11_10_13_35_45_717.jpg,0.21,0.5,0,9,874.4115,37.95537,6.843768,36.92966,359.8756,165.2731,0.1432444
left_2018_11_10_13_35_45_801.jpg,center_2018_11_10_13_35_45_801.jpg,right_2018_11_10_13_35_45_801.jpg,0.21,0.5,0,9,874.4647,38.00113,6.843767,36.67068,359.8756,166.2112,0.143878
left_2018_11_10_13_35_45_884.jpg,center_2018_11_10_13_35_45_884.jpg,right_2018_11_10_13_35_45_884.jpg,0.21,0.5,0,9,874.5184,38.03475,6.843768,36.46254,359.8757,166.9632,0.1443589
left_2018_11_10_13_35_45_966.jpg,center_2018_11_10_13_35_45_966.jpg,right_2018_11_10_13_35_45_966.jpg,0.20,0.5,0,9,874.5722,38.0658,6.843769,36.25362,359.8755,167.7135,0.1422398
left_2018_11_10_13_35_46_049.jpg,center_2018_11_10_13_35_46_049.jpg,right_2018_11_10_13_35_46_049.jpg,0.18,0.5,0,9,874.6253,38.09501,6.843774,36.04399,359.8742,168.4317,0.1263163
left_2018_11_10_13_35_46_131.jpg,center_2018_11_10_13_35_46_131.jpg,right_2018_11_10_13_35_46_131.jpg,0.17,0.5,0,9,874.6746,38.12259,6.843781,35.83368,359.8732,169.1052,0.1110565
left_2018_11_10_13_35_46_214.jpg,center_2018_11_10_13_35_46_214.jpg,right_2018_11_10_13_35_46_214.jpg,0.17,0.5,0,9,874.7239,38.14844,6.843784,35.62273,359.8728,169.7454,0.1035946
left_2018_11_10_13_35_46_297.jpg,center_2018_11_10_13_35_46_297.jpg,right_2018_11_10_13_35_46_297.jpg,0.17,0.5,0,9,874.7896,38.17241,6.843784,35.41118,359.8728,170.3682,0.1020977
left_2018_11_10_13_35_46_380.jpg,center_2018_11_10_13_35_46_380.jpg,right_2018_11_10_13_35_46_380.jpg,0.16,0.5,0,9,874.8419,38.19978,6.843785,35.14593,359.8728,171.1255,0.1014975
left_2018_11_10_13_35_46_463.jpg,center_2018_11_10_13_35_46_463.jpg,right_2018_11_10_13_35_46_463.jpg,0.15,0.5,0,9,874.893,38.21981,6.843787,34.93313,359.8725,171.7072,0.09755509
left_2018_11_10_13_35_46_545.jpg,center_2018_11_10_13_35_46_545.jpg,right_2018_11_10_13_35_46_545.jpg,0.14,0.5,0,9,874.9426,38.2382,6.843788,34.71983,359.8723,172.2672,0.09462743
left_2018_11_10_13_35_46_612.jpg,center_2018_11_10_13_35_46_612.jpg,right_2018_11_10_13_35_46_612.jpg,0.13,0.5,0,9,874.9927,38.25127,6.843791,34.55956,359.8719,172.6636,0.08448359
left_2018_11_10_13_35_46_695.jpg,center_2018_11_10_13_35_46_695.jpg,right_2018_11_10_13_35_46_695.jpg,0.12,0.5,0,9,875.0428,38.26791,6.843796,34.34547,359.8713,173.147,0.07182887
left_2018_11_10_13_35_46_777.jpg,center_2018_11_10_13_35_46_777.jpg,right_2018_11_10_13_35_46_777.jpg,0.11,0.5,0,9,875.0919,38.28333,6.843797,34.13095,359.8712,173.6034,0.0675088
left_2018_11_10_13_35_46_860.jpg,center_2018_11_10_13_35_46_860.jpg,right_2018_11_10_13_35_46_860.jpg,0.10,0.5,0,9,875.142,38.30151,6.843801,33.86226,359.8708,174.1234,0.05569316
left_2018_11_10_13_35_46_943.jpg,center_2018_11_10_13_35_46_943.jpg,right_2018_11_10_13_35_46_943.jpg,0.09,0.5,0,9,875.1992,38.31531,6.843804,33.6469,359.8706,174.4942,0.04863532
left_2018_11_10_13_35_47_009.jpg,center_2018_11_10_13_35_47_009.jpg,right_2018_11_10_13_35_47_009.jpg,0.08,0.5,0,9,875.2502,38.32519,6.843804,33.48515,359.8705,174.7526,0.04559333
left_2018_11_10_13_35_47_092.jpg,center_2018_11_10_13_35_47_092.jpg,right_2018_11_10_13_35_47_092.jpg,0.08,0.5,0,9,875.3023,38.33783,6.843807,33.26919,359.8705,175.0723,0.04134152
left_2018_11_10_13_35_47_175.jpg,center_2018_11_10_13_35_47_175.jpg,right_2018_11_10_13_35_47_175.jpg,0.07,0.5,0,9,875.3519,38.34982,6.843807,33.05291,359.8705,175.3681,0.03948703
left_2018_11_10_13_35_47_257.jpg,center_2018_11_10_13_35_47_257.jpg,right_2018_11_10_13_35_47_257.jpg,0.05,0.5,0,9,875.4025,38.36161,6.843811,32.83635,359.8703,175.628,0.02904272
left_2018_11_10_13_35_47_340.jpg,center_2018_11_10_13_35_47_340.jpg,right_2018_11_10_13_35_47_340.jpg,0.04,0.5,0,9,875.4518,38.37671,6.843817,32.56529,359.8701,175.8753,0.0109793
left_2018_11_10_13_35_47_423.jpg,center_2018_11_10_13_35_47_423.jpg,right_2018_11_10_13_35_47_423.jpg,0.03,0.5,0,9,875.5002,38.3891,6.84382,32.34818,359.8701,176.019,0.001075752
left_2018_11_10_13_35_47_507.jpg,center_2018_11_10_13_35_47_507.jpg,right_2018_11_10_13_35_47_507.jpg,0.02,0.5,0,9,875.5507,38.40167,6.843821,32.13085,359.8701,176.1299,-0.002868588
left_2018_11_10_13_35_47_589.jpg,center_2018_11_10_13_35_47_589.jpg,right_2018_11_10_13_35_47_589.jpg,0.02,0.5,0,9,875.6021,38.41415,6.84382,31.91328,359.8702,176.2254,0.000776881
left_2018_11_10_13_35_47_671.jpg,center_2018_11_10_13_35_47_671.jpg,right_2018_11_10_13_35_47_671.jpg,0.02,0.5,0,9,875.6494,38.42642,6.843818,31.69547,359.8703,176.317,0.006639273
left_2018_11_10_13_35_47_754.jpg,center_2018_11_10_13_35_47_754.jpg,right_2018_11_10_13_35_47_754.jpg,0.02,0.5,0,9,875.6984,38.43842,6.843816,31.47742,359.8703,176.4076,0.01174327
left_2018_11_10_13_35_47_821.jpg,center_2018_11_10_13_35_47_821.jpg,right_2018_11_10_13_35_47_821.jpg,0.02,0.5,0,10,875.7526,38.45032,6.843816,31.25915,359.8703,176.49,0.01072747
left_2018_11_10_13_35_47_904.jpg,center_2018_11_10_13_35_47_904.jpg,right_2018_11_10_13_35_47_904.jpg,0.00,0.5,0,10,875.8011,38.46252,6.843819,31.0407,359.8702,176.5466,0.001017057
left_2018_11_10_13_35_47_987.jpg,center_2018_11_10_13_35_47_987.jpg,right_2018_11_10_13_35_47_987.jpg,-0.01,0.5,0,10,875.8689,38.47544,6.843824,30.82211,359.8703,176.5598,359.9872
left_2018_11_10_13_35_48_070.jpg,center_2018_11_10_13_35_48_070.jpg,right_2018_11_10_13_35_48_070.jpg,-0.02,0.5,0,10,875.9196,38.48911,6.843828,30.6034,359.8703,176.5352,359.9756
left_2018_11_10_13_35_48_152.jpg,center_2018_11_10_13_35_48_152.jpg,right_2018_11_10_13_35_48_152.jpg,-0.03,0.5,0,10,875.9778,38.50365,6.843831,30.38458,359.8704,176.4749,359.9666
left_2018_11_10_13_35_48_235.jpg,center_2018_11_10_13_35_48_235.jpg,right_2018_11_10_13_35_48_235.jpg,-0.04,0.5,0,10,876.0281,38.51931,6.843834,30.16569,359.8705,176.3749,359.9582
left_2018_11_10_13_35_48_318.jpg,center_2018_11_10_13_35_48_318.jpg,right_2018_11_10_13_35_48_318.jpg,-0.04,0.5,0,10,876.0774,38.54006,6.843834,29.89194,359.8705,176.2191,359.9583
left_2018_11_10_13_35_48_400.jpg,center_2018_11_10_13_35_48_400.jpg,right_2018_11_10_13_35_48_400.jpg,-0.04,0.5,0,10,876.1255,38.55738,6.843832,29.6728,359.8705,176.0878,359.9629
left_2018_11_10_13_35_48_483.jpg,center_2018_11_10_13_35_48_483.jpg,right_2018_11_10_13_35_48_483.jpg,-0.04,0.5,0,10,876.175,38.5753,6.843831,29.45355,359.8704,175.9549,359.9675
left_2018_11_10_13_35_48_566.jpg,center_2018_11_10_13_35_48_566.jpg,right_2018_11_10_13_35_48_566.jpg,-0.04,0.5,0,10,876.2242,38.59375,6.843829,29.23419,359.8704,175.8216,359.9709
left_2018_11_10_13_35_48_633.jpg,center_2018_11_10_13_35_48_633.jpg,right_2018_11_10_13_35_48_633.jpg,-0.04,0.5,0,10,876.2793,38.60794,6.843829,29.06959,359.8704,175.7214,359.9726
left_2018_11_10_13_35_48_716.jpg,center_2018_11_10_13_35_48_716.jpg,right_2018_11_10_13_35_48_716.jpg,-0.05,0.5,0,10,876.3287,38.62767,6.843831,28.85007,359.8705,175.5748,359.9674
left_2018_11_10_13_35_48_799.jpg,center_2018_11_10_13_35_48_799.jpg,right_2018_11_10_13_35_48_799.jpg,-0.06,0.5,0,10,876.3775,38.6543,6.843837,28.57572,359.8708,175.3409,359.9487
left_2018_11_10_13_35_48_881.jpg,center_2018_11_10_13_35_48_881.jpg,right_2018_11_10_13_35_48_881.jpg,-0.07,0.5,0,10,876.4252,38.6772,6.843841,28.3563,359.8711,175.1123,359.939
left_2018_11_10_13_35_48_964.jpg,center_2018_11_10_13_35_48_964.jpg,right_2018_11_10_13_35_48_964.jpg,-0.09,0.5,0,10,876.4747,38.70182,6.843843,28.13698,359.8713,174.8479,359.9279
left_2018_11_10_13_35_49_047.jpg,center_2018_11_10_13_35_49_047.jpg,right_2018_11_10_13_35_49_047.jpg,-0.10,0.5,0,10,876.5228,38.72847,6.843847,27.91784,359.8718,174.5384,359.9158
left_2018_11_10_13_35_49_113.jpg,center_2018_11_10_13_35_49_113.jpg,right_2018_11_10_13_35_49_113.jpg,-0.10,0.5,0,10,876.5713,38.7498,6.84385,27.75361,359.872,174.2794,359.9083
left_2018_11_10_13_35_49_196.jpg,center_2018_11_10_13_35_49_196.jpg,right_2018_11_10_13_35_49_196.jpg,-0.10,0.5,0,10,876.6245,38.78003,6.843851,27.53485,359.8723,173.9031,359.9032
left_2018_11_10_13_35_49_279.jpg,center_2018_11_10_13_35_49_279.jpg,right_2018_11_10_13_35_49_279.jpg,-0.10,0.5,0,10,876.6743,38.82021,6.843851,27.26159,359.872,173.4163,359.9079
left_2018_11_10_13_35_49_362.jpg,center_2018_11_10_13_35_49_362.jpg,right_2018_11_10_13_35_49_362.jpg,-0.10,0.5,0,10,876.7226,38.85416,6.843849,27.04314,359.8718,173.0236,359.9133
left_2018_11_10_13_35_49_445.jpg,center_2018_11_10_13_35_49_445.jpg,right_2018_11_10_13_35_49_445.jpg,-0.10,0.5,0,10,876.7727,38.88966,6.843848,26.82483,359.8717,172.6301,359.9176
left_2018_11_10_13_35_49_528.jpg,center_2018_11_10_13_35_49_528.jpg,right_2018_11_10_13_35_49_528.jpg,-0.10,0.5,0,10,876.8217,38.92669,6.843847,26.60667,359.8716,172.2363,359.9204
left_2018_11_10_13_35_49_610.jpg,center_2018_11_10_13_35_49_610.jpg,right_2018_11_10_13_35_49_610.jpg,-0.10,0.5411747,0,10,876.8699,38.96525,6.843847,26.38859,359.8705,171.8422,359.9219
left_2018_11_10_13_35_49_693.jpg,center_2018_11_10_13_35_49_693.jpg,right_2018_11_10_13_35_49_693.jpg,-0.10,0.5825911,0,10,876.9168,39.00541,6.843849,26.17014,359.8658,171.4476,359.9225
left_2018_11_10_13_35_49_775.jpg,center_2018_11_10_13_35_49_775.jpg,right_2018_11_10_13_35_49_775.jpg,-0.10,0.5908744,0,10,876.966,39.04726,6.843853,25.95083,359.8586,171.052,359.9221
left_2018_11_10_13_35_49_859.jpg,center_2018_11_10_13_35_49_859.jpg,right_2018_11_10_13_35_49_859.jpg,-0.10,0.5493248,0,10,877.0166,39.10203,6.843859,25.67544,359.8541,170.5549,359.9212
left_2018_11_10_13_35_49_942.jpg,center_2018_11_10_13_35_49_942.jpg,right_2018_11_10_13_35_49_942.jpg,-0.10,0.5078905,0,10,877.0647,39.14771,6.843859,25.45479,359.8573,170.1551,359.9205
left_2018_11_10_13_35_50_024.jpg,center_2018_11_10_13_35_50_024.jpg,right_2018_11_10_13_35_50_024.jpg,-0.10,0.5,0,10,877.1122,39.19468,6.843852,25.23431,359.8631,169.7645,359.9254
left_2018_11_10_13_35_50_107.jpg,center_2018_11_10_13_35_50_107.jpg,right_2018_11_10_13_35_50_107.jpg,-0.09,0.5,0,10,877.1606,39.24274,6.843845,25.01403,359.867,169.3932,359.9328
left_2018_11_10_13_35_50_190.jpg,center_2018_11_10_13_35_50_190.jpg,right_2018_11_10_13_35_50_190.jpg,-0.09,0.5,0,10,877.214,39.29205,6.843843,24.794,359.8692,169.0336,359.935
left_2018_11_10_13_35_50_257.jpg,center_2018_11_10_13_35_50_257.jpg,right_2018_11_10_13_35_50_257.jpg,-0.09,0.5,0,10,877.2712,39.3299,6.843843,24.62918,359.8701,168.7661,359.9346
left_2018_11_10_13_35_50_339.jpg,center_2018_11_10_13_35_50_339.jpg,right_2018_11_10_13_35_50_339.jpg,-0.09,0.5,0,10,877.3196,39.39462,6.843843,24.35488,359.8708,168.3214,359.9328
left_2018_11_10_13_35_50_422.jpg,center_2018_11_10_13_35_50_422.jpg,right_2018_11_10_13_35_50_422.jpg,-0.09,0.5,0,10,877.3676,39.44791,6.843843,24.13582,359.871,167.9659,359.9315
left_2018_11_10_13_35_50_505.jpg,center_2018_11_10_13_35_50_505.jpg,right_2018_11_10_13_35_50_505.jpg,-0.09,0.5,0,10,877.415,39.50252,6.843843,23.91711,359.8711,167.6114,359.9314
left_2018_11_10_13_35_50_588.jpg,center_2018_11_10_13_35_50_588.jpg,right_2018_11_10_13_35_50_588.jpg,-0.06,0.5,0,10,877.4628,39.55766,6.843837,23.6985,359.8706,167.2881,359.9482
left_2018_11_10_13_35_50_670.jpg,center_2018_11_10_13_35_50_670.jpg,right_2018_11_10_13_35_50_670.jpg,-0.03,0.5,0,10,877.5119,39.61235,6.843827,23.4797,359.87,167.0426,359.9805
left_2018_11_10_13_35_50_753.jpg,center_2018_11_10_13_35_50_753.jpg,right_2018_11_10_13_35_50_753.jpg,-0.02,0.5,0,10,877.5626,39.66612,6.843819,23.26061,359.8698,166.8934,0.008669665
left_2018_11_10_13_35_50_836.jpg,center_2018_11_10_13_35_50_836.jpg,right_2018_11_10_13_35_50_836.jpg,-0.02,0.5,0,10,877.6146,39.71953,6.843816,23.04141,359.8698,166.7947,0.01764887
left_2018_11_10_13_35_50_919.jpg,center_2018_11_10_13_35_50_919.jpg,right_2018_11_10_13_35_50_919.jpg,-0.02,0.5,0,10,877.6632,39.78616,6.843816,22.76737,359.8699,166.6999,0.01208832
left_2018_11_10_13_35_51_002.jpg,center_2018_11_10_13_35_51_002.jpg,right_2018_11_10_13_35_51_002.jpg,-0.01,0.5,0,10,877.7114,39.83942,6.843818,22.54812,359.87,166.6361,0.006649844
left_2018_11_10_13_35_51_084.jpg,center_2018_11_10_13_35_51_084.jpg,right_2018_11_10_13_35_51_084.jpg,-0.01,0.5,0,10,877.7691,39.89279,6.843821,22.32891,359.8701,166.5777,0.000502209
left_2018_11_10_13_35_51_167.jpg,center_2018_11_10_13_35_51_167.jpg,right_2018_11_10_13_35_51_167.jpg,-0.01,0.5,0,10,877.816,39.94633,6.843822,22.10974,359.8701,166.5208,-0.004404848
left_2018_11_10_13_35_51_250.jpg,center_2018_11_10_13_35_51_250.jpg,right_2018_11_10_13_35_51_250.jpg,-0.01,0.5,0,10,877.8636,40.00008,6.843822,21.89063,359.8701,166.4643,359.9923
left_2018_11_10_13_35_51_317.jpg,center_2018_11_10_13_35_51_317.jpg,right_2018_11_10_13_35_51_317.jpg,-0.02,0.5,0,10,877.9116,40.04062,6.843824,21.72636,359.8701,166.419,359.9883
left_2018_11_10_13_35_51_399.jpg,center_2018_11_10_13_35_51_399.jpg,right_2018_11_10_13_35_51_399.jpg,-0.02,0.5,0,10,877.9612,40.10891,6.843827,21.45278,359.8702,166.3232,359.9801
left_2018_11_10_13_35_51_482.jpg,center_2018_11_10_13_35_51_482.jpg,right_2018_11_10_13_35_51_482.jpg,-0.02,0.5,0,10,878.0085,40.16405,6.843827,21.23406,359.8702,166.2357,359.9781
left_2018_11_10_13_35_51_565.jpg,center_2018_11_10_13_35_51_565.jpg,right_2018_11_10_13_35_51_565.jpg,-0.02,0.5,0,10,878.0571,40.21958,6.843827,21.01544,359.8702,166.1459,359.9786
left_2018_11_10_13_35_51_648.jpg,center_2018_11_10_13_35_51_648.jpg,right_2018_11_10_13_35_51_648.jpg,-0.03,0.5,0,10,878.1055,40.27555,6.843827,20.79695,359.8702,166.0531,359.9781
left_2018_11_10_13_35_51_731.jpg,center_2018_11_10_13_35_51_731.jpg,right_2018_11_10_13_35_51_731.jpg,-0.03,0.5,0,10,878.1541,40.332,6.843828,20.5786,359.8702,165.9537,359.9775
left_2018_11_10_13_35_51_797.jpg,center_2018_11_10_13_35_51_797.jpg,right_2018_11_10_13_35_51_797.jpg,-0.03,0.5,0,10,878.2034,40.37475,6.843829,20.41495,359.8702,165.8728,359.9746
left_2018_11_10_13_35_51_881.jpg,center_2018_11_10_13_35_51_881.jpg,right_2018_11_10_13_35_51_881.jpg,-0.05,0.5,0,10,878.2519,40.44721,6.843832,20.14255,359.8704,165.7066,359.9634
left_2018_11_10_13_35_51_962.jpg,center_2018_11_10_13_35_51_962.jpg,right_2018_11_10_13_35_51_962.jpg,-0.05,0.5,0,10,878.2986,40.50671,6.843836,19.92511,359.8707,165.5279,359.9492
left_2018_11_10_13_35_52_045.jpg,center_2018_11_10_13_35_52_045.jpg,right_2018_11_10_13_35_52_045.jpg,-0.05,0.5,0,10,878.395,40.56717,6.843837,19.70797,359.8707,165.3294,359.9469
left_2018_11_10_13_35_52_112.jpg,center_2018_11_10_13_35_52_112.jpg,right_2018_11_10_13_35_52_112.jpg,-0.05,0.5,0,10,878.443,40.6131,6.843836,19.54529,359.8706,165.1768,359.9486
left_2018_11_10_13_35_52_194.jpg,center_2018_11_10_13_35_52_194.jpg,right_2018_11_10_13_35_52_194.jpg,-0.05,0.5,0,10,878.4897,40.67508,6.843835,19.3286,359.8706,164.972,359.952
left_2018_11_10_13_35_52_261.jpg,center_2018_11_10_13_35_52_261.jpg,right_2018_11_10_13_35_52_261.jpg,-0.05,0.5,0,10,878.5375,40.73786,6.843835,19.11214,359.8705,164.7665,359.9552
left_2018_11_10_13_35_52_343.jpg,center_2018_11_10_13_35_52_343.jpg,right_2018_11_10_13_35_52_343.jpg,-0.05,0.5,0,10,878.5849,40.80143,6.843834,18.89593,359.8705,164.5609,359.9574
left_2018_11_10_13_35_52_427.jpg,center_2018_11_10_13_35_52_427.jpg,right_2018_11_10_13_35_52_427.jpg,-0.05,0.5,0,10,878.632,40.86578,6.843833,18.67995,359.8705,164.3553,359.9587
left_2018_11_10_13_35_52_509.jpg,center_2018_11_10_13_35_52_509.jpg,right_2018_11_10_13_35_52_509.jpg,-0.05,0.5,0,10,878.6819,40.9309,6.843833,18.4642,359.8705,164.1496,359.9594
left_2018_11_10_13_35_52_576.jpg,center_2018_11_10_13_35_52_576.jpg,right_2018_11_10_13_35_52_576.jpg,-0.08,0.5,0,10,878.7303,40.98043,6.843835,18.30262,359.8706,163.9892,359.9544
left_2018_11_10_13_35_52_659.jpg,center_2018_11_10_13_35_52_659.jpg,right_2018_11_10_13_35_52_659.jpg,-0.11,0.5,0,10,878.7793,41.06613,6.843848,18.03447,359.8718,163.6274,359.916
left_2018_11_10_13_35_52_741.jpg,center_2018_11_10_13_35_52_741.jpg,right_2018_11_10_13_35_52_741.jpg,-0.13,0.5,0,10,878.8267,41.13798,6.843857,17.82127,359.8732,163.2299,359.8832
left_2018_11_10_13_35_52_808.jpg,center_2018_11_10_13_35_52_808.jpg,right_2018_11_10_13_35_52_808.jpg,-0.14,0.5,0,10,878.8768,41.19372,6.843861,17.66213,359.8739,162.8826,359.8676
left_2018_11_10_13_35_52_890.jpg,center_2018_11_10_13_35_52_890.jpg,right_2018_11_10_13_35_52_890.jpg,-0.14,0.5,0,10,878.9203,41.27031,6.843862,17.45087,359.8741,162.3778,359.8614
left_2018_11_10_13_35_52_973.jpg,center_2018_11_10_13_35_52_973.jpg,right_2018_11_10_13_35_52_973.jpg,-0.14,0.5,0,10,878.9643,41.34911,6.843861,17.24049,359.8737,161.8571,359.8681
left_2018_11_10_13_35_53_056.jpg,center_2018_11_10_13_35_53_056.jpg,right_2018_11_10_13_35_53_056.jpg,-0.14,0.5,0,10,879.0063,41.42997,6.843859,17.03092,359.8733,161.3324,359.8775
left_2018_11_10_13_35_53_139.jpg,center_2018_11_10_13_35_53_139.jpg,right_2018_11_10_13_35_53_139.jpg,-0.14,0.5,0,10,879.0513,41.53383,6.843856,16.77008,359.8729,160.6751,359.8869
left_2018_11_10_13_35_53_222.jpg,center_2018_11_10_13_35_53_222.jpg,right_2018_11_10_13_35_53_222.jpg,-0.14,0.5,0,10,879.0933,41.61908,6.843855,16.5623,359.8727,160.1491,359.8916
left_2018_11_10_13_35_53_304.jpg,center_2018_11_10_13_35_53_304.jpg,right_2018_11_10_13_35_53_304.jpg,-0.14,0.5,0,10,879.1409,41.70623,6.843854,16.35533,359.8726,159.623,359.8942
left_2018_11_10_13_35_53_388.jpg,center_2018_11_10_13_35_53_388.jpg,right_2018_11_10_13_35_53_388.jpg,-0.13,0.5,0,10,879.1863,41.79517,6.843853,16.14913,359.8724,159.1,359.898
left_2018_11_10_13_35_53_470.jpg,center_2018_11_10_13_35_53_470.jpg,right_2018_11_10_13_35_53_470.jpg,-0.12,0.5,0,10,879.2294,41.88539,6.843849,15.94344,359.8718,158.605,359.9101
left_2018_11_10_13_35_53_553.jpg,center_2018_11_10_13_35_53_553.jpg,right_2018_11_10_13_35_53_553.jpg,-0.12,0.5,0,10,879.2772,41.9771,6.843848,15.73838,359.8716,158.1291,359.9147
